,city,location,latitude,longitude,pincode
6326,Ajjampura Bazar,Karnataka,14.01,76.3482,577547
6327,Kadur,Karnataka,13.5533,76.0131,577548
6328,Aimangala,Karnataka,14.2473,76.3193,577558
6329,Yeilambalase,Karnataka,14.2473,76.3193,577560
6330,Nalkudre,Karnataka,14.2473,76.3193,577565
6331,Laxmisagara,Karnataka,14.2473,76.3193,577567
6332,Ranajogihalli,Karnataka,14.2473,76.3193,577569
6333,N Mahadevapura,Karnataka,14.2473,76.3193,577571
6334,Nagasamudra,Karnataka,14.2473,76.3193,577572
6335,Vasana,Karnataka,14.2473,76.3193,577575
6336,Malalkere,Karnataka,14.2473,76.3193,577580
6337,Abbinahole,Karnataka,14.2473,76.3193,577585
6338,Gannaikanahalli,Karnataka,14.2473,76.3193,577587
6339,Nanditavare,Karnataka,14.2473,76.3193,577590
6340,Kadrinayakanahalli,Karnataka,14.2473,76.3193,577593
6341,Rajarama Colony,Karnataka,14.0746,75.8228,577601
6342,Yantrapura,Karnataka,14.0746,75.8228,577602
6343,Tejaswinagar,Karnataka,16.2928,76.0442,580001
6344,Mahatma,Karnataka,16.2928,76.0442,580008
6345,Ganeshpet,Karnataka,16.2928,76.0442,580020
6346,Old Hubli,Karnataka,16.2928,76.0442,580024
6347,Hallihal,Karnataka,16.2928,76.0442,580211
6348,Adargunchi,Karnataka,16.2928,76.0442,580212
6349,Yarguppi,Karnataka,16.2928,76.0442,580215
6350,Adur,Karnataka,14.7667,75.25,581101
6351,Garag,Karnataka,15.5833,74.95,581105
6352,Agadi,Karnataka,15.175,75.1,581128
6353,Jagabet,Karnataka,15.175,75.1,581129
6354,Devagiri,Karnataka,15.175,75.1,581132
6355,Kabbur (Dharwad),Karnataka,15.175,75.1,581134
6356,Yelgach,Karnataka,15.175,75.1,581137
6357,Itagi Rbn,Karnataka,15.175,75.1,581142
6358,Chalgeri,Karnataka,15.175,75.1,581145
6359,Kadur (Dharwad),Karnataka,15.175,75.1,581146
6360,Kaginelli,Karnataka,15.175,75.1,581153
6361,Kadarmandalgi,Karnataka,15.175,75.1,581156
6362,Saidenur,Karnataka,15.175,75.1,581157
6363,Yalivigi,Karnataka,15.175,75.1,581160
6364,Maknur,Karnataka,15.175,75.1,581163
6365,Kadkol,Karnataka,15.175,75.1,581174
6366,Tadkod,Karnataka,15.175,75.1,581175
6367,Kajjari,Karnataka,15.175,75.1,581179
6368,Ijarilakhamapur,Karnataka,15.175,75.1,581183
6369,Makari,Karnataka,15.175,75.1,581190
6370,Uppinbetgeri,Karnataka,15.1333,75.1167,581206
6371,Halgeri (Dwd),Karnataka,15.1333,75.1167,581208
6372,Tadas,Karnataka,15.1333,75.1167,581212
6373,Tavaremellihalli,Karnataka,15.1333,75.1167,581214
6374,Baichaballi,Karnataka,15.1333,75.1167,581227
6375,Ingalgi,Karnataka,15.1333,75.1167,581228
6376,Ganjigatti,Karnataka,15.1333,75.1167,581230
6377,Ingalhalli,Karnataka,15.1333,75.1167,581231
6378,Tabakadhonithalli,Karnataka,15.1333,75.1167,581232
6379,Chabbi (Hubli),Karnataka,15.1333,75.1167,581233
6380,Waruri,Karnataka,15.1333,75.1167,581234
6381,Baitkhol,Karnataka,15.0567,74.4767,581302
6382,Nandangadda,Karnataka,15.0567,74.4767,581304
6383,Habbuvada,Karnataka,15.0567,74.4767,581306
6384,Chandavar,Karnataka,15.1611,74.5389,581323
6385,Dandeli,Karnataka,15.2667,74.6167,581325
6386,Halge,Karnataka,14.8833,74.2333,581328
6387,Haliyal Bazar,Karnataka,15.3333,74.7667,581329
6388,Idgundi,Karnataka,14.9,74.6667,581337
6389,Madangere,Karnataka,14.9,74.1,581344
6390,Majali,Karnataka,14.9,74.1,581345
6391,Tergaon,Karnataka,15.0567,74.4767,581352
6392,Vandige,Karnataka,15.0567,74.4767,581357
6393,Yekkambi,Karnataka,15.0567,74.4767,581358
6394,Dandeli Paper Mills,Karnataka,15.0567,74.4767,581362
6395,Ganeshgudi,Karnataka,15.0567,74.4767,581365
6396,Salgol,Karnataka,15.0567,74.4767,581368
6397,Magod Colony,Karnataka,15.0567,74.4767,581372
6398,Gandhi Nagar Kumta,Karnataka,15.0567,74.4767,581374
6399,Halgeri (Sirsi),Karnataka,15.0567,74.4767,581376
6400,Madgeri,Karnataka,15.0567,74.4767,581377
6401,Yadaga,Karnataka,15.0567,74.4767,581379
6402,Bachanki,Karnataka,15.0567,74.4767,581381
6403,Ajjibal,Karnataka,15.0567,74.4767,581389
6404,Vandur,Karnataka,15.0567,74.4767,581390
6405,Nagre,Karnataka,15.0567,74.4767,581393
6406,Valgalli,Karnataka,15.0567,74.4767,581394
6407,Sahyadri Colony,Karnataka,14.5917,74.375,581401
6408,Agsur,Karnataka,14.6667,74.4,581413
6409,Kaikini,Karnataka,14.5917,74.375,581421
6410,Bailur (Karwar),Karnataka,14.5917,74.375,581422
6411,Isloor,Karnataka,14.5917,74.375,581428
6412,Dasankop,Karnataka,14.5917,74.375,581429
6413,Vajralli,Karnataka,14.5167,74.35,581436
6414,Tadri,Karnataka,14.5167,74.35,581437
6415,Baad,Karnataka,14.5917,74.375,581441
6416,Kagal,Karnataka,14.5917,74.375,581443
6417,Janmane,Karnataka,14.5917,74.375,581448
6418,Indoor,Karnataka,14.5917,74.375,581449
6419,Gadag Bazar,Karnataka,15.3875,75.7333,582101
6420,Gadag Health Camp,Karnataka,15.3875,75.7333,582102
6421,Abbigere,Karnataka,15.3875,75.7333,582111
6422,Dambal,Karnataka,15.3,75.7667,582113
6423,Gajendragad,Karnataka,15.7333,75.9833,582114
6424,Lakkundi,Karnataka,15.3833,75.7167,582115
6425,Lakshmeshwar,Karnataka,15.1333,75.4667,582116
6426,Jakkali,Karnataka,15.3875,75.7333,582127
6427,Halkeri,Karnataka,15.3875,75.7333,582128
6428,Chabbi (Gadag),Karnataka,15.3875,75.7333,582142
6429,Magadi (Gadag),Karnataka,15.3875,75.7333,582143
6430,Vadavi,Karnataka,15.3875,75.7333,582146
6431,Nagrund H O,Karnataka,15.3875,75.7333,582207
6432,Yavgal,Karnataka,15.3875,75.7333,582216
6433,Hallikeri,Karnataka,15.3875,75.7333,582227
6434,Hadli,Karnataka,15.3875,75.7333,582228
6435,Rajur (Nargund),Karnataka,15.3875,75.7333,582230
6436,Itagi Nargund,Karnataka,15.3875,75.7333,582241
6437,Jaknur,Karnataka,15.3875,75.7333,582243
6438,Temple Street,Karnataka,15.3167,76.7167,583101
6439,Temple Street,Karnataka,15.3167,76.7167,583102
6440,Challakurki,Karnataka,15.1,76.55,583111
6441,Deogeri,Karnataka,15.1,76.55,583112
6442,Emmiganur,Karnataka,15.1,76.55,583113
6443,Sandur,Karnataka,15.1,76.55,583119
6444,Sadasivanagar,Karnataka,15.5333,76.8833,583121
6445,Tekkalakota,Karnataka,15.5333,76.8833,583122
6446,Devalapura (Bellary),Karnataka,15.5333,76.8833,583129
6447,Babujinagar Kudligi,Karnataka,15.3167,76.7167,583135
6448,Oojein,Karnataka,15.3167,76.7167,583136
6449,Telgi,Karnataka,15.3167,76.7167,583137
6450,Hagarir S,Karnataka,15.3167,76.7167,583138
6451,Desnur Sugar Factory,Karnataka,15.3167,76.7167,583140
6452,Uchangidurga,Karnataka,15.3167,76.7167,583146
6453,Ramassagara,Karnataka,15.3167,76.7167,583147
6454,Bagali,Karnataka,15.3167,76.7167,583148
6455,Hagari Bommanahalli Town,Karnataka,15.3417,76.5167,583212
6456,Halavagalu,Karnataka,15.3417,76.5167,583213
6457,Ittigi,Karnataka,15.3417,76.5167,583220
6458,Papinayakanahalli,Karnataka,15.25,76.5,583223
6459,Thambrahalli,Karnataka,15.3417,76.5167,583224
6460,Gangavati,Karnataka,15.4333,76.5333,583227
6461,Ganj,Karnataka,15.3417,76.5167,583231
6462,Waddarhatti (Koppal),Karnataka,15.3417,76.5167,583235
6463,Yelbruga,Karnataka,15.3417,76.5167,583236
6464,Bachigondanahalli,Karnataka,15.3417,76.5167,583238
6465,Gadiganur,Karnataka,15.3417,76.5167,583245
6466,Halgera,Karnataka,15.3417,76.5167,583251
6467,Tadkal (Koppal),Karnataka,15.3417,76.5167,583256
6468,Rajoor,Karnataka,15.3417,76.5167,583258
6469,Agalkera,Karnataka,15.3417,76.5167,583260
6470,Itagi Koppal,Karnataka,15.3417,76.5167,583265
6471,Dasmpur,Karnataka,15.3417,76.5167,583269
6472,Salem Road,Karnataka,16.1583,76.8583,584101
6473,Raichur Mukkaramganj,Karnataka,16.1583,76.8583,584102
6474,Deodurg Town,Karnataka,16.1583,76.8583,584111
6475,Gabbur (Raichur),Karnataka,16.1583,76.8583,584113
6476,Jalahlli Raichur,Karnataka,16.1583,76.8583,584116
6477,Jawalgere,Karnataka,16.1583,76.8583,584117
6478,Lingasugur,Karnataka,16.1583,76.8583,584122
6479,Tavargira,Karnataka,16.1583,76.8583,584131
6480,Javalgere,Karnataka,16.1583,76.8583,584143
6481,Rabbankal,Karnataka,16.1583,76.8583,584144
6482,Ramdurga (Raichur),Karnataka,16.1583,76.8583,584148
6483,Bagalwad,Karnataka,16.05,76.8833,584154
6484,Chalgere,Karnataka,16.1583,76.8583,584155
6485,Galag,Karnataka,16.2667,76.8333,584156
6486,Idapnur,Karnataka,16.1583,76.8583,584160
6487,Salgunda,Karnataka,16.1583,76.8583,584165
6488,Deosugur,Karnataka,16.1583,76.8583,584201
6489,Bahamanipura,Karnataka,17.78,77.2008,585103
6490,Yadgiri Town,Karnataka,19.2889,76.65,585201
6491,Yadgiri Station,Karnataka,19.2889,76.65,585202
6492,Gangapur,Karnataka,23.8667,75.9833,585212
6493,Nalwar,Karnataka,16.9333,76.9833,585218
6494,Saidapur(Gulbarga),Karnataka,17.0667,76.9833,585221
6495,Wadi,Karnataka,17.0667,76.9833,585225
6496,Bagewadi,Karnataka,19.2889,76.65,585239
6497,Degaon,Karnataka,19.2889,76.65,585240
6498,Yegol,Karnataka,19.2889,76.65,585248
6499,Kadachur,Karnataka,19.2889,76.65,585249
6500,Adk,Karnataka,19.2889,76.65,585250
6501,Yalgi,Karnataka,19.2889,76.65,585253
6502,Halkatta,Karnataka,19.2889,76.65,585255
6503,Bagada,Karnataka,19.2889,76.65,585260
6504,Rakulgi,Karnataka,19.2889,76.65,585264
6505,Gabbur (Gulbarga),Karnataka,19.2889,76.65,585265
6506,Yelasingi,Karnataka,19.2889,76.65,585271
6507,Hallisagar,Karnataka,19.2889,76.65,585273
6508,Madiyal,Karnataka,19.2889,76.65,585274
6509,Chandarki,Karnataka,19.2889,76.65,585276
6510,Udachan,Karnataka,19.2889,76.65,585278
6511,Itkal,Karnataka,19.2889,76.65,585280
6512,Madanhipparga,Karnataka,19.2889,76.65,585282
6513,Gajarkot,Karnataka,19.2889,76.65,585284
6514,Rajankollur,Karnataka,19.2889,76.65,585291
6515,Afzalpur,Karnataka,17.2,76.35,585301
6516,Chandapur,Karnataka,17.2,76.35,585305
6517,Farhatabad,Karnataka,17.2,76.35,585308
6518,Kadganchi,Karnataka,15.5969,77.0629,585311
6519,Madhugiri,Karnataka,13.6606,77.2092,585315
6520,Mahagaon,Karnataka,17.5333,76.9167,585316
6521,Naikal,Karnataka,15.5969,77.0629,585319
6522,Ramasamudra,Karnataka,16.8667,76.5333,585321
6523,Sagar (Gulbarge),Karnataka,16.8667,76.5333,585323
6524,Yedrami,Karnataka,16.8667,76.5333,585325
6525,Rajeshwar,Karnataka,17.0833,76.8,585331
6526,Ganwar,Karnataka,17.0833,76.8,585335
6527,Enoli,Karnataka,17.0833,76.8,585336
6528,Firozabad,Karnataka,17.0833,76.8,585337
6529,Tadkal (Gulbarga),Karnataka,18.5833,78.9167,585343
6530,Dandoti,Karnataka,17.1833,77.1,585344
6531,Tengli,Karnataka,18.5833,78.9167,585345
6532,Partapur,Karnataka,19.9833,80.7333,585349
6533,Hallikhed (K),Karnataka,17.0729,77.3775,585352
6534,Rajola,Karnataka,17.0729,77.3775,585354
6535,Baddal,Karnataka,17.0729,77.3775,585358
6536,Padasvali,Karnataka,17.0729,77.3775,585363
6537,Ajjeri,Karnataka,17.0729,77.3775,585366
6538,Nagnur (Gulbarga),Karnataka,17.0729,77.3775,585372
6539,Salgera,Karnataka,17.0729,77.3775,585374
6540,Talmadgi,Karnataka,17.0729,77.3775,585375
6541,Chandankera,Karnataka,17.0729,77.3775,585377
6542,Pattan,Karnataka,17.0729,77.3775,585378
6543,Gandhi Ganj,Karnataka,17.9917,77.4083,585403
6544,Halbarga,Karnataka,17.9833,77.3333,585413
6545,Hallikhed,Karnataka,17.9833,77.3333,585414
6546,Hallikhed S F,Karnataka,17.9833,77.3333,585415
6547,Janwada,Karnataka,18.0,77.4833,585423
6548,Saigaon,Karnataka,17.9917,77.4083,585431
6549,Thanakushnoor,Karnataka,17.9917,77.4083,585436
6550,Halsitugaon,Karnataka,17.9917,77.4083,585441
6551,Lakhangaon,Karnataka,17.9917,77.4083,585442
6552,Sainik School,Karnataka,16.7095,76.0762,586102
6553,Agarkhed,Karnataka,17.3167,76.0667,586111
6554,Bableshwar,Karnataka,17.3167,76.0667,586113
6555,Nalatwad,Karnataka,16.2167,76.1,586124
6556,Tangadgi,Karnataka,16.2167,76.1,586129
6557,Nagral,Karnataka,16.1,76.3167,586134
6558,Halagani,Karnataka,16.8667,76.35,586141
6559,Chandkavthe,Karnataka,16.8667,76.35,586143
6560,Yankanchi,Karnataka,16.8667,76.35,586144
6561,Ukli,Karnataka,16.7167,75.8833,586152
6562,Hadagali,Karnataka,16.8167,75.95,586153
6563,Madabhavi,Karnataka,16.7667,75.9167,586154
6564,Yargal,Karnataka,16.7667,75.9167,586158
6565,Nagthan,Karnataka,16.9333,75.8667,586161
6566,Tadvalga,Karnataka,16.9333,75.8667,586162
6567,Jalwad,Karnataka,16.9333,75.8667,586163
6568,Yalwar,Karnataka,16.9333,75.8667,586164
6569,Chandchar,Karnataka,16.9222,76.0056,586205
6570,Devangaon,Karnataka,16.9222,76.0056,586206
6571,Halasangi,Karnataka,16.9222,76.0056,586207
6572,Indi H O,Karnataka,16.9222,76.0056,586209
6573,Lachyan,Karnataka,17.0583,76.0,586211
6574,Tallikoti Bazar,Karnataka,17.0583,76.0,586214
6575,Tamba,Karnataka,16.9833,75.9833,586215
6576,Salotgi,Karnataka,17.1333,76.0167,586217
6577,Vandal,Karnataka,16.9222,76.0056,586220
6578,Ahirsang,Karnataka,16.9222,76.0056,586222
6579,Babur,Karnataka,16.9222,76.0056,586228
6580,Ingleshwar,Karnataka,16.65,76.0167,586235
6581,Jagjivan,Karnataka,16.65,76.0167,586236
6582,Lonibudruk,Karnataka,16.65,76.0167,586237
6583,Jamdaddi,Karnataka,16.9222,76.0056,586247
6584,Bagalkot Bazar,Karnataka,15.7583,75.625,587101
6585,Bagalkot Grbc Colony,Karnataka,15.7583,75.625,587102
6586,Bagalkot Housing Colony,Karnataka,15.7583,75.625,587103
6587,Galgali,Karnataka,15.7583,75.625,587117
6588,Lokapur,Karnataka,16.1667,75.35,587122
6589,Likal,Karnataka,16.1667,75.35,587125
6590,Halagali,Karnataka,16.3333,75.4833,587134
6591,Aihole,Karnataka,16.3333,75.4833,587138
6592,Sangam,Karnataka,16.2,76.05,587141
6593,Hallur,Karnataka,14.3333,75.6167,587143
6594,Jalihal,Karnataka,15.2667,75.8333,587144
6595,Nandawadgi,Karnataka,15.2667,75.8333,587148
6596,Badami H.O.,Karnataka,15.9067,75.51,587201
6597,Nandikeshwar,Karnataka,15.9067,75.51,587210
6598,Pattadakal,Karnataka,15.9067,75.51,587211
6599,Jamkhandi B S Road,Karnataka,16.5,75.05,587301
6600,Jamkhandi Giri Shnagar,Karnataka,16.5,75.05,587302
6601,Mahalingapur,Karnataka,16.5,75.05,587312
6602,Rabkhavi,Karnataka,16.5,75.05,587314
6603,Terdal,Karnataka,16.5,75.05,587315
6604,Sameerwadi,Karnataka,16.5,75.05,587316
6605,Saidapur (Bagalkot),Karnataka,16.5,75.05,587325
6606,Halingali,Karnataka,16.5,75.05,587326
6607,Yadhalli,Karnataka,16.5,75.05,587329
6608,Kadolkargalli Corner,Karnataka,16.1727,74.8924,590002
6609,Extn,Karnataka,16.1727,74.8924,590003
6610,Madhavapur,Karnataka,16.1727,74.8924,590005
6611,East H O,Karnataka,16.1727,74.8924,590006
6612,Bailhongal H.O.,Karnataka,15.8767,74.9133,591102
6613,Vijayanagar,Karnataka,15.8767,74.9133,591108
6614,Itgi,Karnataka,15.8767,74.9133,591112
6615,Malaprabha Dam Site,Karnataka,15.8767,74.9133,591116
6616,Nandgad,Karnataka,15.5833,74.5833,591120
6617,Fachhapur,Karnataka,15.8056,74.7389,591122
6618,Ramdurg (Belgaum),Karnataka,15.8056,74.7389,591123
6619,Sambra,Karnataka,15.8667,74.6167,591124
6620,Sampgaon,Karnataka,15.8056,74.7389,591125
6621,Uchgaon,Karnataka,15.8056,74.7389,591128
6622,Yargatti,Karnataka,15.9667,75.0167,591129
6623,Salahalli,Karnataka,16.2333,75.1667,591130
6624,Parishwad,Karnataka,16.2333,75.1667,591131
6625,Yadwad,Karnataka,16.2333,75.1667,591136
6626,Devalapur (Belgaum),Karnataka,15.8767,74.9133,591140
6627,Gandhi Gwad,Karnataka,15.8767,74.9133,591141
6628,Halashi,Karnataka,15.8767,74.9133,591142
6629,Kadoli,Karnataka,15.8767,74.9133,591143
6630,Yallur,Karnataka,15.8767,74.9133,591146
6631,Deshnur,Karnataka,15.8767,74.9133,591147
6632,Bailur (Belgaum),Karnataka,15.8767,74.9133,591149
6633,Devalatti,Karnataka,15.8767,74.9133,591154
6634,Halgatti,Karnataka,15.8767,74.9133,591155
6635,Inamhangal,Karnataka,15.8767,74.9133,591162
6636,Inchal,Karnataka,15.8767,74.9133,591163
6637,Kadroli,Karnataka,15.8767,74.9133,591164
6638,Nagnur (Bailhongl),Karnataka,15.8767,74.9133,591169
6639,Halga,Karnataka,15.8767,74.9133,591176
6640,Machhe,Karnataka,15.8767,74.9133,591181
6641,Ugargol,Karnataka,15.7333,75.1833,591196
6642,Galataga,Karnataka,16.61,74.9467,591219
6643,Kabbur (Belgaum),Karnataka,16.61,74.9467,591222
6644,Madbhavi,Karnataka,16.5667,74.55,591232
6645,Pattankudi,Karnataka,16.5667,74.55,591238
6646,Sadalga,Karnataka,16.5667,74.55,591239
6647,Thanahattargi,Karnataka,16.75,75.2333,591243
6648,Yaksamba,Karnataka,16.75,75.2333,591244
6649,Yamakanmardi,Karnataka,16.75,75.2333,591245
6650,Aigali,Karnataka,16.75,75.2333,591248
6651,Ingalgoan,Karnataka,16.75,75.2333,591249
6652,Yadgud,Karnataka,16.3167,74.6,591253
6653,Daddi,Karnataka,16.3167,74.6,591254
6654,Chamakere,Karnataka,16.3167,74.6,591256
6655,Darur,Karnataka,16.6167,75.0167,591261
6656,Telsang,Karnataka,16.8,75.3333,591265
6657,Adhalli,Karnataka,16.7083,75.175,591266
6658,Adi,Karnataka,16.7083,75.175,591267
6659,Chandur,Karnataka,16.61,74.9467,591273
6660,Janwad,Karnataka,16.61,74.9467,591279
6661,Jatrat,Karnataka,16.61,74.9467,591280
6662,Kadapur,Karnataka,16.61,74.9467,591281
6663,Nagar Munoli,Karnataka,16.61,74.9467,591293
6664,Nanadi,Karnataka,16.61,74.9467,591295
6665,Londa,Karnataka,15.4667,74.5167,591301
6666,Ainapura,Karnataka,15.4667,74.5167,591303
6667,Ugarkhurd,Karnataka,15.4667,74.5167,591316
6668,Raibag H O,Karnataka,15.4667,74.5167,591317
6669,Nagnur (Gokak),Karnataka,15.4667,74.5167,591319
6670,Ugarbudruk,Karnataka,15.4667,74.5167,591320
6671,Parthanahalli,Karnataka,15.4667,74.5167,591327
6672,Paramanandawadi,Karnataka,15.4667,74.5167,591329
6673,Nandi Kurli,Karnataka,15.4667,74.5167,591339
6674,Sambargi,Karnataka,16.1727,74.8924,591501
6675,Talakatnal,Karnataka,16.1727,74.8924,591509
6676,Ullagaddi (Khanapur),Karnataka,16.1727,74.8924,591510
6677,Walki,Karnataka,16.1727,74.8924,591511
6678,Yadur,Karnataka,16.1727,74.8924,591512
6679,Waderhatti (Belgaum),Karnataka,16.1727,74.8924,591513
6680,Yabaratti,Karnataka,16.1727,74.8924,591516
6681,Vakkund,Karnataka,16.1727,74.8924,591701
6682,Kadbi,Karnataka,16.1727,74.8924,591702
6683,Madras Gpo,Tamil Nadu,13.0656,80.2672,600001
6684,Madras Electricity System,Tamil Nadu,13.0656,80.2672,600002
6685,Madras Medical College,Tamil Nadu,13.0656,80.2672,600003
6686,Luz Church Road,Tamil Nadu,13.0656,80.2672,600004
6687,Chepauk,Tamil Nadu,13.0594,80.2789,600005
6688,Cathedral,Tamil Nadu,13.0656,80.2672,600006
6689,Egmore,Tamil Nadu,13.0717,80.2556,600008
6690,Fort St George,Tamil Nadu,13.0656,80.2672,600009
6691,Decoster Road,Tamil Nadu,13.0025,80.2061,600012
6692,Ligods Estate,Tamil Nadu,13.0025,80.2061,600014
6693,Saidapet Madras,Tamil Nadu,13.0025,80.2061,600015
6694,Alandur,Tamil Nadu,13.0025,80.2061,600016
6695,Usman Road,Tamil Nadu,13.0025,80.2061,600017
6696,Chamiers Road,Tamil Nadu,13.0025,80.2061,600018
6697,Kaladipet,Tamil Nadu,13.0025,80.2061,600019
6698,Adyar,Tamil Nadu,13.0044,80.2583,600020
6699,Washermanpetta,Tamil Nadu,13.0206,80.2417,600021
6700,Raj Bhavan Madras Raja,Tamil Nadu,13.0206,80.2417,600022
6701,Engineering College Directorat,Tamil Nadu,13.0206,80.2417,600025
6702,Vadapalani,Tamil Nadu,13.0511,80.2125,600026
6703,Madras Air Port,Tamil Nadu,13.0206,80.2417,600027
6704,R A Puram Colony,Tamil Nadu,13.0206,80.2417,600028
6705,Chetput H O,Tamil Nadu,13.0389,80.2258,600031
6706,Alandur North,Tamil Nadu,13.0389,80.2258,600032
6707,West Mambalam,Tamil Nadu,13.0389,80.2258,600033
6708,Loyla College,Tamil Nadu,13.0389,80.2258,600034
6709,Indian Inst Of Technology,Tamil Nadu,13.0389,80.2258,600036
6710,Offiers Trg School,Tamil Nadu,13.0389,80.2258,600037
6711,I C F Colony,Tamil Nadu,13.0389,80.2258,600038
6712,Rajainagar,Tamil Nadu,13.0385,80.2345,600043
6713,Bharathipuram,Tamil Nadu,13.0385,80.2345,600044
6714,Tambaram H O,Tamil Nadu,13.0385,80.2345,600045
6715,Tambaram I A F,Tamil Nadu,13.0385,80.2345,600046
6716,Tambaram Sanitorium,Tamil Nadu,13.0385,80.2345,600047
6717,Padi South,Tamil Nadu,13.0385,80.2345,600050
6718,Madhavaram Milk Colony,Tamil Nadu,13.0385,80.2345,600051
6719,Padianallur,Tamil Nadu,13.0385,80.2345,600052
6720,Orgadam,Tamil Nadu,13.0385,80.2345,600053
6721,Central Vehicle Research,Tamil Nadu,13.0385,80.2345,600054
6722,Central Vehicle Depot,Tamil Nadu,13.0385,80.2345,600055
6723,Ennur Thermal Station,Tamil Nadu,13.0385,80.2345,600057
6724,Tambaram East,Tamil Nadu,13.0385,80.2345,600059
6725,Madhavaram,Tamil Nadu,13.1492,80.2367,600060
6726,Naganallur,Tamil Nadu,13.1492,80.2367,600061
6727,Kadirvedu,Tamil Nadu,13.1492,80.2367,600066
6728,K K Nagar,Tamil Nadu,13.0385,80.2345,600078
6729,Agaram,Tamil Nadu,13.11,80.2333,600082
6730,Gaugadeeswaran Koil,Tamil Nadu,13.0499,80.2319,600084
6731,Gopalapuram,Tamil Nadu,13.0472,80.2578,600086
6732,Ganesh Nagar,Tamil Nadu,12.9925,80.2044,600088
6733,Besantnagat South,Tamil Nadu,12.9953,80.2672,600090
6734,Madipakkam,Tamil Nadu,12.9725,80.2092,600091
6735,Saligramam South,Tamil Nadu,13.0481,80.2014,600093
6736,Jaffarkhanpet,Tamil Nadu,13.0278,80.2156,600095
6737,Defence Officers Colony,Tamil Nadu,13.0109,80.2233,600097
6738,High Court Buildings,Tamil Nadu,12.9819,80.2406,600104
6739,C-In-C Road,Tamil Nadu,12.9819,80.2406,600105
6740,D G Vaishnav College,Tamil Nadu,12.9819,80.2406,600106
6741,Railway Car Shed Complex,Tamil Nadu,12.9819,80.2406,600109
6742,Taramani,Tamil Nadu,12.9819,80.2406,600113
6743,Vadamadurai,Tamil Nadu,10.4667,78.0833,601105
6744,Madarpakkam,Tamil Nadu,11.6969,79.0969,601202
6745,Elavur,Tamil Nadu,11.6969,79.0969,601211
6746,Iguvarpalayam,Tamil Nadu,11.6969,79.0969,601212
6747,Jothinagar (Cpt),Tamil Nadu,11.6969,79.0969,601213
6748,Devampattu,Tamil Nadu,11.6969,79.0969,601214
6749,Padappai,Tamil Nadu,11.6969,79.0969,601301
6750,Old Pallavaram,Tamil Nadu,11.6969,79.0969,601303
6751,Kakalur Ind Estate,Tamil Nadu,13.1575,79.9194,602003
6752,Ikkadu,Tamil Nadu,13.1575,79.9194,602021
6753,Lakshmipuram,Tamil Nadu,13.1575,79.9194,602024
6754,Uttukottai,Tamil Nadu,13.1575,79.9194,602026
6755,Palavakkam,Tamil Nadu,13.1575,79.9194,602028
6756,Kalambakkam,Tamil Nadu,13.1575,79.9194,602031
6757,Chengalpattu R S,Tamil Nadu,12.5576,80.0556,603001
6758,Chengalpattu Cutcherry,Tamil Nadu,12.5576,80.0556,603002
6759,Sadras,Tamil Nadu,12.5319,80.1611,603102
6760,Orakkatupettai,Tamil Nadu,12.5319,80.1611,603106
6761,Salavakkam,Tamil Nadu,12.5319,80.1611,603107
6762,Ozhalur,Tamil Nadu,12.5319,80.1611,603120
6763,Elapakkam,Tamil Nadu,12.5576,80.0556,603201
6764,Acharapakkam West,Tamil Nadu,12.5833,79.95,603301
6765,Orathi,Tamil Nadu,12.5833,79.95,603307
6766,Padalam,Tamil Nadu,12.5833,79.95,603308
6767,Zamin Endathur,Tamil Nadu,12.5833,79.95,603311
6768,Uthiramerur,Tamil Nadu,12.5576,80.0556,603406
6769,Akshipakkam,Tamil Nadu,12.375,79.6,604101
6770,Alampoondi,Tamil Nadu,12.375,79.6,604151
6771,Nallanpillaipetral,Tamil Nadu,12.375,79.6,604152
6772,Bazar,Tamil Nadu,27.1,88.45,604202
6773,Illodu,Tamil Nadu,12.375,79.6,604210
6774,Naganur,Tamil Nadu,12.375,79.6,604213
6775,Olakkur,Tamil Nadu,12.3167,79.7167,604305
6776,Hasanamapettai,Tamil Nadu,12.375,79.6,604402
6777,Elankadu,Tamil Nadu,12.375,79.6,604415
6778,Desur,Tamil Nadu,12.4333,79.4833,604501
6779,Pondicherry Ho.,Pondicherry,12.5205,79.8348,605001
6780,Sri Arabindo Ashram,Pondicherry,12.5205,79.8348,605002
6781,Muthialpet,Pondicherry,12.5205,79.8348,605003
6782,Mudaliarpet,Pondicherry,12.5205,79.8348,605004
6783,Nellithope,Pondicherry,12.5205,79.8348,605005
6784,Dhanvantri Nagar,Pondicherry,12.5205,79.8348,605006
6785,Ariyankuppam,Pondicherry,12.5205,79.8348,605007
6786,Lawspet,Pondicherry,12.5205,79.8348,605008
6787,Thattanchavadi,Pondicherry,12.5205,79.8348,605009
6788,Reddiarpalayam,Pondicherry,12.5205,79.8348,605010
6789,Venkata Nagar,Pondicherry,12.5205,79.8348,605011
6790,Padmini Nagar,Pondicherry,12.5205,79.8348,605012
6791,Saram (Pondy),Pondicherry,12.5205,79.8348,605013
6792,Pondicherry University,Pondicherry,12.5205,79.8348,605014
6793,Olugarai,Tamil Nadu,12.5205,79.8348,605051
6794,Nettapakkam,Pondicherry,12.5205,79.8348,605106
6795,Villyanpur,Pondicherry,12.5205,79.8348,605110
6796,V Mathur,Tamil Nadu,12.5205,79.8348,605118
