,city,location,latitude,longitude,pincode
1962,Industrial Estate Hapur,Uttar Pradesh,28.7167,77.7833,245102
1963,Babugarh,Uttar Pradesh,28.7167,77.85,245201
1964,Garhmuktehswar,Uttar Pradesh,28.7167,77.85,245205
1965,Bahadurgarh,Uttar Pradesh,28.7167,77.85,245208
1966,B B Bagar,Uttar Pradesh,28.7167,77.8167,245402
1967,Lakhaoti,Uttar Pradesh,28.7167,77.8167,245407
1968,Saidpur (Bulandshahr),Uttar Pradesh,28.7167,77.8167,245411
1969,Pauri Ho,Uttaranchal,29.8718,78.8233,246001
1970,Kaljikhal,Uttaranchal,29.903,78.7458,246113
1971,Bhirgukhal,Uttaranchal,29.903,78.7458,246121
1972,Chelusain (Cpo A.1997),Uttaranchal,29.903,78.7458,246122
1973,Chipalghat,Uttaranchal,29.903,78.7458,246123
1974,Dehal Chauri,Uttaranchal,29.903,78.7458,246125
1975,Dev Rajkhal (Cpo A 1987),Uttaranchal,29.903,78.7458,246126
1976,Chakisain,Uttaranchal,29.9,78.8167,246130
1977,Ekeshwar,Uttaranchal,29.9,78.8167,246131
1978,Rithakhal,Uttaranchal,29.9,78.8167,246132
1979,Kalagarh,Uttaranchal,29.5,78.75,246142
1980,Kanda Khal,Uttaranchal,29.5,78.75,246144
1981,Kanskhet,Uttaranchal,29.5,78.75,246146
1982,Khirshn,Uttaranchal,29.5,78.75,246147
1983,Kot,Uttaranchal,29.5,78.75,246148
1984,Lawali,Uttaranchal,29.5,78.75,246149
1985,Lansdowne Ho.,Uttaranchal,29.903,78.7458,246155
1986,Nainidada,Uttaranchal,29.903,78.7458,246161
1987,Naugaon Khal,Uttaranchal,29.903,78.7458,246162
1988,Mawadhar,Uttaranchal,29.903,78.7458,246163
1989,Pabua,Uttaranchal,29.903,78.7458,246164
1990,Paidul,Uttaranchal,29.903,78.7458,246165
1991,Parsundakhal,Uttaranchal,29.903,78.7458,246166
1992,Pattisain,Uttaranchal,29.903,78.7458,246167
1993,Paukhal (Cpo A.1884),Uttaranchal,29.903,78.7458,246168
1994,Porhra,Uttaranchal,29.903,78.7458,246169
1995,Rikhani Khal,Uttaranchal,30.106,78.7082,246170
1996,Rudra Prayag,Uttaranchal,30.106,78.7082,246171
1997,Satpuri,Uttaranchal,30.106,78.7082,246172
1998,Sillogl,Uttaranchal,30.106,78.7082,246173
1999,Srinagar,Uttaranchal,30.2167,78.7833,246174
2000,Naithana,Uttaranchal,30.106,78.7082,246175
2001,Toli,Uttaranchal,29.9953,78.6331,246176
2002,Vedikhal,Uttaranchal,30.106,78.7082,246177
2003,Bughani,Uttaranchal,29.903,78.7458,246185
2004,Devprayag,Uttaranchal,29.903,78.7458,246186
2005,Adheriya Khal,Uttaranchal,29.903,78.7458,246188
2006,Dabri (Cpo A 2757),Uttaranchal,29.903,78.7458,246189
2007,Padampur (Cpo A-3606),Uttaranchal,29.903,78.7458,246191
2008,Kalaghati,Uttaranchal,29.903,78.7458,246192
2009,Jailhari Khal,Uttaranchal,29.903,78.7458,246193
2010,Baijraq,Uttaranchal,29.8718,78.8233,246275
2011,Bironkhal,Uttaranchal,29.8718,78.8233,246276
2012,Dhumakot,Uttaranchal,29.8718,78.8233,246277
2013,Syunsi Nagar (Cpo A 1914),Uttaranchal,29.8718,78.8233,246278
2014,Dingoli Khal,Uttaranchal,29.8718,78.8233,246280
2015,Yamkeshwar,Uttaranchal,29.8718,78.8233,246281
2016,Thalisain,Uttaranchal,29.8718,78.8233,246285
2017,Gopeswar Ho.,Uttaranchal,30.1275,79.0911,246401
2018,Bhiri,Uttaranchal,30.1275,79.0911,246419
2019,Agustmuni,Uttaranchal,30.425,79.2083,246421
2020,Badrinath (Sasonal),Uttaranchal,30.425,79.2083,246422
2021,Bampa (Seasonal),Uttaranchal,30.425,79.2083,246423
2022,Chamoli,Uttaranchal,30.4,79.35,246424
2023,Chandrapuri,Uttaranchal,30.45,79.0667,246425
2024,Chhinka,Uttaranchal,30.425,79.2083,246426
2025,Debai,Uttaranchal,30.425,79.2083,246427
2026,Gairsain,Uttaranchal,30.425,79.2083,246428
2027,Gauchar,Uttaranchal,30.425,79.2083,246429
2028,Mehal Chunri,Uttaranchal,30.25,79.4667,246431
2029,Ghat,Uttaranchal,30.25,79.4667,246435
2030,Vidhya Peeth,Uttaranchal,30.25,79.4667,246437
2031,Gholtir,Uttaranchal,30.25,79.4667,246438
2032,Guptakashi,Uttaranchal,30.25,79.4667,246439
2033,Adibadri,Uttaranchal,30.2917,79.5667,246440
2034,Gwaldam,Uttaranchal,30.0167,79.5667,246441
2035,Jakhani,Uttaranchal,30.2917,79.5667,246442
2036,Joshimath,Uttaranchal,30.5667,79.5667,246443
2037,Karan Prayag,Uttaranchal,30.2917,79.5667,246444
2038,Langasu,Uttaranchal,30.2917,79.5667,246446
2039,Malari (Seasonal),Uttaranchal,30.2917,79.5667,246447
2040,Maikoti,Uttaranchal,30.2917,79.5667,246448
2041,Nand Prayag,Uttaranchal,30.2917,79.5667,246449
2042,Sonla,Uttaranchal,30.1275,79.0911,246450
2043,Nauli,Uttaranchal,30.1275,79.0911,246452
2044,Nalgaon,Uttaranchal,30.1275,79.0911,246453
2045,Narain Bazar,Uttaranchal,30.1275,79.0911,246455
2046,Kedar Khal,Uttaranchal,30.1275,79.0911,246456
2047,Maithana,Uttaranchal,30.1275,79.0911,246458
2048,Okhimath,Uttaranchal,30.1275,79.0911,246469
2049,Palla Bazar,Uttaranchal,29.7856,78.3482,246470
2050,Phata,Uttaranchal,29.7856,78.3482,246471
2051,Pipalkoti,Uttaranchal,29.8211,78.6797,246472
2052,Pokhari Nagnath,Uttaranchal,29.7856,78.3482,246473
2053,Simli,Uttaranchal,29.75,78.0167,246474
2054,Tilwara,Uttaranchal,29.7856,78.3482,246475
2055,Gauri Kund,Uttaranchal,29.7856,78.3482,246476
2056,Tharali,Uttaranchal,30.0833,79.5167,246481
2057,Talwari,Uttaranchal,30.0833,79.5167,246482
2058,Topowan,Uttaranchal,30.0833,79.5167,246485
2059,Nauti,Uttaranchal,30.0833,79.5167,246487
2060,Bachhuwaban,Uttaranchal,30.0833,79.5167,246488
2061,Chopra,Uttaranchal,29.81,78.59,246495
2062,Afzalgarh,Uttar Pradesh,29.4,78.6833,246722
2063,Chandpur R S,Uttar Pradesh,29.15,78.2667,246725
2064,Haldaur,Uttar Pradesh,29.3,78.2833,246726
2065,Nagal (Bijnor),Uttar Pradesh,29.3867,78.4033,246732
2066,Raja-Ka-Tejpur,Uttar Pradesh,29.3867,78.4033,246735
2067,Sahaspur (Bijnor),Uttar Pradesh,29.3867,78.4033,246745
2068,Sahanpur,Uttar Pradesh,29.3867,78.4033,246749
2069,Qadrabad,Uttar Pradesh,29.3867,78.4033,246751
2070,Nagina,Uttar Pradesh,29.45,78.45,246762
2071,Najibabad,Uttar Pradesh,29.6333,78.3333,246763
2072,Saharanpur,Uttar Pradesh,29.9667,77.55,247001
2073,Bahail,Uttar Pradesh,29.7059,77.3834,247120
2074,Badshahi Bagh,Uttar Pradesh,29.7059,77.3834,247122
2075,Gangoh,Uttar Pradesh,29.7667,77.25,247341
2076,Nakur,Uttar Pradesh,29.9167,77.3,247342
2077,Nanauta,Uttar Pradesh,29.7125,77.4158,247452
2078,Nagal (Saharanpur),Uttar Pradesh,29.7,77.6833,247551
2079,Deoband,Uttar Pradesh,29.7,77.6833,247554
2080,Lhaksar,Uttar Pradesh,29.7192,77.3806,247663
2081,Landhaura,Uttar Pradesh,29.7192,77.3806,247664
2082,Ganesh Vatika,Uttar Pradesh,29.7192,77.3806,247667
2083,Iqbalpur,Uttar Pradesh,29.7192,77.3806,247668
2084,Raise,Uttar Pradesh,29.7192,77.3806,247671
2085,Ailum,Uttar Pradesh,29.5237,77.2903,247771
2086,Jalalabad (Muzaffarnagar),Uttar Pradesh,29.5237,77.2903,247772
2087,Kairana,Uttar Pradesh,29.4,77.2,247774
2088,Kandhala,Uttar Pradesh,29.5237,77.2903,247775
2089,Thana Bhawan,Uttar Pradesh,29.5864,77.4167,247777
2090,Un,Uttar Pradesh,29.5847,77.2542,247778
2091,Dehradun Ho.,Uttaranchal,30.3333,78.0833,248001
2092,Clement Town,Uttaranchal,30.2667,78.0667,248002
2093,Dehradun Cantt Ho.,Uttaranchal,30.3333,78.0833,248003
2094,I.I.P. Dehradun,Uttaranchal,30.3333,78.0833,248005
2095,New Forest,Uttaranchal,30.3333,78.0833,248006
2096,Prem Nagar,Uttaranchal,30.3333,78.0833,248007
2097,Nehrugram,Uttaranchal,30.3333,78.0833,248008
2098,Rajpur,Uttaranchal,30.4,78.1,248009
2099,Sahastradhra,Uttaranchal,30.4395,77.9109,248102
2100,Mahebawalla,Uttaranchal,30.4395,77.9109,248110
2101,Mathurawala,Uttaranchal,30.4395,77.9109,248115
2102,Ranjhawala,Uttaranchal,30.4395,77.9109,248116
2103,Korwa,Uttaranchal,30.4395,77.9109,248119
2104,Ajabpur,Uttaranchal,30.4395,77.9109,248121
2105,Bariowganj,Uttaranchal,30.4395,77.9109,248122
2106,Chakrata Kailana,Uttaranchal,30.4395,77.9109,248123
2107,Barautha,Uttaranchal,30.4395,77.9109,248124
2108,Dakpathar,Uttaranchal,30.4395,77.9109,248125
2109,Ghanghora,Uttaranchal,30.45,77.7333,248141
2110,Herbertpur,Uttaranchal,30.45,77.7333,248142
2111,Bhogpur,Uttaranchal,30.45,77.7333,248143
2112,Bhaniawala,Uttaranchal,30.45,77.7333,248144
2113,Raniphool Devi,Uttaranchal,30.45,77.7333,248145
2114,Simadwar,Uttaranchal,30.45,77.7333,248146
2115,Dhakrani,Uttaranchal,30.45,77.7333,248147
2116,Kuthal,Uttaranchal,30.45,77.7333,248148
2117,Jharipani,Uttaranchal,30.4395,77.9109,248152
2118,Kalsi Gate,Uttaranchal,30.4395,77.9109,248159
2119,Harrawalla,Uttaranchal,30.4517,77.9414,248160
2120,Balawala,Uttaranchal,30.4517,77.9414,248161
2121,Chibroo,Uttaranchal,30.4517,77.9414,248164
2122,Koti,Uttaranchal,30.4517,77.9414,248165
2123,Majra,Uttaranchal,30.2833,78.0167,248171
2124,Mussoorie,Uttaranchal,30.45,78.0833,248179
2125,Vikas Nagar,Uttaranchal,30.5011,77.8454,248191
2126,I.P.E. Dehradun,Uttaranchal,30.5011,77.8454,248195
2127,Sahiya,Uttaranchal,30.6167,77.8833,248196
2128,Sahaspur,Uttaranchal,30.3856,77.8075,248197
2129,Tuini,Uttaranchal,30.5011,77.8454,248199
2130,Kolaghar,Uttaranchal,30.4264,77.9406,248201
2131,Koti Punarwas Chhatra,Uttaranchal,30.4264,77.9406,248202
2132,Pashulok,Uttaranchal,30.4264,77.9406,248203
2133,Kalsi,Uttaranchal,30.5333,77.8333,248528
2134,Chila Colony (Cpo A2471),Uttaranchal,30.0667,78.2722,249132
2135,Uttarkashi,Uttar Pradesh,30.0667,78.2722,249193
2136,Mahidanda,Uttar Pradesh,30.0667,78.2722,249195
2137,Rishikesh,Uttaranchal,30.1167,78.3167,249201
2138,Virbhadra,Uttaranchal,30.0667,78.2833,249202
2139,S.N. Temple,Uttaranchal,30.0667,78.2722,249204
2140,Raiwala,Uttaranchal,30.0167,78.2167,249205
2141,Laxman Jhula,Uttaranchal,30.0667,78.2722,249302
2142,Swargasharm,Uttaranchal,30.0667,78.2722,249304
2143,Bahadurabad,Uttar Pradesh,30.0667,78.2722,249402
2144,Mahavidyalaya,Uttar Pradesh,30.0667,78.2722,249405
2145,Kankhal,Uttar Pradesh,30.0667,78.2722,249408
2146,Victoria Park,Uttar Pradesh,29.0611,77.5556,250001
2147,Lisarigate,Uttar Pradesh,29.0611,77.5556,250002
2148,Industrial Est Pratapur,Uttar Pradesh,29.0611,77.5556,250013
2149,Machhra,Uttar Pradesh,29.0611,77.5556,250106
2150,Daurala,Uttar Pradesh,29.1167,77.6833,250221
2151,Lawar,Uttar Pradesh,29.1167,77.7667,250222
2152,Dabathwa,Uttar Pradesh,29.0611,77.5556,250341
2153,Parikshitigarh,Uttar Pradesh,29.0611,77.5556,250406
2154,Agarwal,Uttar Pradesh,28.95,77.2167,250601
2155,Baghpat,Uttar Pradesh,28.95,77.2167,250609
2156,Gandhi Chowk,Uttar Pradesh,28.95,77.2167,250611
2157,Tikari (Ghaziabad),Uttar Pradesh,28.95,77.2167,250625
2158,Gandhi Colony,Uttar Pradesh,27.5667,78.3083,251001
2159,Babri,Uttar Pradesh,25.5833,79.0333,251305
2160,Baghera,Uttar Pradesh,25.5833,79.0333,251306
2161,Charthawal,Uttar Pradesh,29.55,77.5833,251311
2162,Jail Road,Uttar Pradesh,27.6917,80.6833,261001
2163,Hargaon S M,Uttar Pradesh,27.6917,80.6833,261121
2164,Laharpur,Uttar Pradesh,27.7167,80.9,261135
2165,Maholi,Uttar Pradesh,27.6667,80.4667,261141
2166,Jahangirabad (Sitapur),Uttar Pradesh,27.6917,80.6833,261202
2167,Mahmoodabad,Uttar Pradesh,27.6917,80.6833,261203
2168,Raja Saheb,Uttar Pradesh,27.6917,80.6833,261205
2169,Talgaon,Uttar Pradesh,27.6917,80.6833,261207
2170,Tambaur,Uttar Pradesh,27.6917,80.6833,261208
2171,Damalpur,Uttar Pradesh,27.6917,80.6833,261302
2172,Sittarganj,Uttaranchal,27.6917,80.6833,261405
2173,Isangar,Uttar Pradesh,27.6917,80.6833,261502
2174,Maigalganj,Uttar Pradesh,27.6917,80.6833,261505
2175,Mahewganj,Uttar Pradesh,27.6917,80.6833,261506
2176,Ganesh Ganj,Uttar Pradesh,29.75,78.1167,262122
2177,Sultanpur,Uttaranchal,29.75,78.1167,262125
2178,Lohia Head,Uttaranchal,29.0,80.0417,262301
2179,Khatima,Uttaranchal,28.9167,79.9667,262308
2180,Tanakpur,Uttaranchal,29.0833,80.1167,262309
2181,Chandni,Uttaranchal,29.0,80.0417,262310
2182,Nanakmatta,Uttaranchal,29.0,80.0417,262311
2183,Bazpur,Uttaranchal,29.15,79.1167,262401
2184,Lalkua,Uttaranchal,29.0833,79.5167,262402
2185,Sai Camp,Uttaranchal,29.1167,79.3167,262403
2186,Gular Bhoj,Uttaranchal,29.1167,79.3167,262408
2187,Pithoragarh Ho.,Uttaranchal,29.7438,80.2229,262501
2188,Degree College,Uttaranchal,29.7438,80.2229,262502
2189,Munakote,Uttaranchal,29.7438,80.2229,262519
2190,Bharkatiya,Uttaranchal,29.4722,80.0833,262520
2191,Wadda,Uttaranchal,29.4722,80.0833,262521
2192,Gangolihat,Uttaranchal,29.6667,80.05,262522
2193,Champawat,Uttaranchal,29.3333,80.1,262523
2194,Lohaghat,Uttaranchal,29.4167,80.1,262524
2195,Abbot Mount,Uttaranchal,29.4722,80.0833,262525
2196,Jhuaghat,Uttaranchal,29.4722,80.0833,262526
2197,Barakote,Uttaranchal,29.4722,80.0833,262527
2198,Kheti Khan,Uttaranchal,29.4722,80.0833,262528
2199,Gurna,Uttaranchal,29.4722,80.0833,262529
2200,Aincholi,Uttaranchal,29.7438,80.2229,262530
2201,Bering,Uttaranchal,29.7438,80.2229,262531
2202,Ganai Gangoli,Uttaranchal,29.7438,80.2229,262532
2203,Pankhu,Uttaranchal,29.7438,80.2229,262533
2204,Agar,Uttaranchal,29.7438,80.2229,262534
2205,Dewthal,Uttaranchal,29.9417,80.6,262542
2206,Askote,Uttaranchal,29.7667,80.35,262543
2207,Jaulijibi,Uttaranchal,29.9417,80.6,262544
2208,Dhar Chula,Uttaranchal,29.9417,80.6,262545
2209,Garbyang,Uttaranchal,30.1167,80.85,262546
2210,Pangu,Uttaranchal,29.9417,80.6,262547
2211,Merthi,Uttaranchal,29.8833,80.1583,262550
2212,Didihat,Uttaranchal,29.8833,80.1583,262551
2213,Thal,Uttaranchal,29.8167,80.1333,262552
2214,Tejam,Uttaranchal,29.95,80.1833,262553
2215,Munsiari,Uttaranchal,29.8833,80.1583,262554
2216,Bansbazar,Uttaranchal,29.8833,80.1583,262555
2217,Nakote,Uttaranchal,29.7438,80.2229,262561
2218,Dharamgarh,Uttaranchal,29.8833,80.0167,262571
2219,Muwani,Uttaranchal,29.8833,80.0167,262572
2220,Dasaithal,Uttaranchal,29.8833,80.0167,262573
2221,Barabey,Uttaranchal,29.8833,80.0167,262574
2222,Quitee,Uttaranchal,29.8833,80.0167,262575
2223,Baluwakote,Uttaranchal,29.8833,80.0167,262576
2224,Devidhura,Uttaranchal,29.7438,80.2229,262580
2225,Lakhimpur Kheri,Uttar Pradesh,25.1333,81.3,262701
2226,Laghucha,Uttar Pradesh,25.1333,81.3,262721
2227,Aira Estate,Uttar Pradesh,25.1333,81.3,262722
2228,Oel,Uttar Pradesh,25.1333,81.3,262725
2229,Pallia,Uttar Pradesh,28.9467,80.0811,262902
2230,Tikonia,Uttar Pradesh,28.9467,80.0811,262906
2231,Nainital Ho.,Uttaranchal,29.44,79.3283,263001
2232,Tallitul,Uttaranchal,29.44,79.3283,263002
2233,Kathiatali,Uttaranchal,29.3792,79.4292,263126
2234,Ghorakhal,Uttaranchal,29.3792,79.4292,263127
2235,Patwa Banger,Uttaranchal,29.3792,79.4292,263128
2236,Manora Peak,Uttaranchal,29.3792,79.4292,263129
2237,Bhowali Sanatorium,Uttaranchal,29.4167,79.5333,263131
2238,Bhowali,Uttaranchal,29.3833,79.5167,263132
2239,Betalght,Uttaranchal,29.4167,79.5333,263134
2240,Garampani,Uttaranchal,29.4167,79.5333,263135
2241,Bhimtal,Uttaranchal,29.4167,79.5333,263136
2242,Ramgarh,Uttaranchal,29.45,79.55,263137
2243,Mukteswaram,Uttaranchal,29.4167,79.5333,263138
2244,Haldwani Ho.,Uttaranchal,29.4167,79.5333,263139
2245,Kaladhungi,Uttaranchal,29.2833,79.35,263140
2246,Bhotia Parao,Uttaranchal,29.2833,79.35,263142
2247,Pant Nagar,Uttaranchal,29.2833,79.35,263145
2248,Haldi (Nainital),Uttaranchal,29.2833,79.35,263146
2249,Gokulnagar,Uttaranchal,29.2833,79.35,263147
2250,Kichha (Kitcha),Uttaranchal,29.2833,79.35,263148
2251,Dairy Farm,Uttaranchal,29.2833,79.35,263149
2252,Shakti Farm,Uttaranchal,29.4,79.3,263151
2253,Gadarpur,Uttaranchal,29.4,79.3,263152
2254,Rudrapur,Uttaranchal,29.4,79.3,263153
2255,R.C. Rudarpur,Uttaranchal,29.4,79.3,263154
2256,Sattal,Uttaranchal,29.4,79.3,263155
2257,Okhul Kanda,Uttaranchal,29.4,79.3,263157
2258,N.S.Ashram,Uttaranchal,29.4,79.3,263158
2259,Kota Bagh,Uttaranchal,29.4,79.3,263159
2260,Dineshpur,Uttaranchal,29.3792,79.4292,263160
2261,Almora Ho.,Uttaranchal,29.4806,79.2611,263601
2262,Ghingartola,Uttaranchal,29.4806,79.2611,263610
2263,Bagwali Pockher,Uttaranchal,29.4806,79.2611,263621
2264,Dania,Uttaranchal,29.4806,79.2611,263622
2265,Panuvanoula,Uttaranchal,29.4806,79.2611,263623
2266,Barechhina,Uttaranchal,29.4806,79.2611,263624
2267,Jalna,Uttaranchal,29.4806,79.2611,263625
2268,Jainti,Uttaranchal,29.4806,79.2611,263626
2269,Takula,Uttaranchal,29.4806,79.2611,263628
2270,Kausani Estate,Uttaranchal,29.4806,79.2611,263629
2271,Kausani,Uttaranchal,29.8,79.4083,263630
2272,Kanda,Uttaranchal,29.65,78.9167,263631
2273,Kapkote,Uttaranchal,29.95,79.9,263632
2274,Sharma,Uttaranchal,29.8,79.4083,263633
2275,Dangoli,Uttaranchal,29.8,79.4083,263635
2276,Hawal Bagh,Uttaranchal,29.8,79.4083,263636
2277,Manan,Uttaranchal,29.8,79.4083,263638
2278,Kameri Devi,Uttaranchal,29.1889,78.9389,263640
2279,Baijnath,Uttaranchal,29.9167,79.6167,263641
2280,Bageshwar,Uttaranchal,29.85,79.7667,263642
2281,Kosi,Uttaranchal,27.8,77.4333,263643
2282,Ranikhet Ho.,Uttaranchal,29.1889,78.9389,263645
2283,Bhatrojkhan,Uttaranchal,29.1889,78.9389,263646
2284,Chilianaula,Uttaranchal,29.1889,78.9389,263647
2285,Ranikhet Sadar Bazar,Uttaranchal,29.1889,78.9389,263648
2286,Chaubaltia,Uttaranchal,29.7167,79.9333,263651
2287,Majkhali,Uttaranchal,29.7167,79.9333,263652
2288,Asgoli,Uttaranchal,29.7167,79.9333,263654
2289,Ganai,Uttaranchal,29.7167,79.9333,263656
2290,Masi,Uttaranchal,29.7167,79.9333,263658
2291,Deghat,Uttaranchal,29.7167,79.9333,263659
2292,Daula,Uttaranchal,29.4806,79.2611,263660
2293,Syalde,Uttaranchal,29.4806,79.2611,263661
2294,Jalali,Uttaranchal,29.4806,79.2611,263662
2295,Tarikhet,Uttaranchal,29.4806,79.2611,263663
2296,Deoli Khet,Uttaranchal,29.4806,79.2611,263664
2297,Daulaghat,Uttaranchal,29.4806,79.2611,263665
2298,Bhikiasain,Uttaranchal,29.4806,79.2611,263667
2299,Patia,Uttaranchal,29.4806,79.2611,263669
2300,Lamgara,Uttaranchal,29.4806,79.2611,263670
2301,Pilkholi,Uttaranchal,29.4806,79.2611,263671
2302,Kafra,Uttaranchal,29.4806,79.2611,263675
2303,Sinora,Uttaranchal,29.4806,79.2611,263676
2304,Ganai Deoli,Uttaranchal,29.4806,79.2611,263677
2305,Shittakhet,Uttaranchal,29.4806,79.2611,263678
2306,Bharari,Uttaranchal,29.4806,79.2611,263679
2307,Chaunallia,Uttaranchal,29.4806,79.2611,263680
2308,Dhaulchnina,Uttaranchal,29.4806,79.2611,263681
2309,Jageshwar,Uttaranchal,29.4806,79.2611,263682
2310,Dhauladevi,Uttaranchal,29.4806,79.2611,263683
2311,Bhainsori,Uttaranchal,29.4806,79.2611,263684
2312,Dhamus,Uttaranchal,29.4806,79.2611,263685
2313,Uprani,Uttaranchal,29.4806,79.2611,263686
2314,Bhanoli,Uttaranchal,29.4806,79.2611,263687
2315,Gagri Gode,Uttaranchal,29.4806,79.2611,263688
2316,Bhagtola,Uttaranchal,29.4806,79.2611,263689
2317,Jaspur,Uttaranchal,29.2833,78.8167,264712
2318,Kanali Chhina,Uttaranchal,29.0452,79.8101,265441
2319,Utraula Road,Uttar Pradesh,27.375,82.05,271001
2320,Dadua Bazar,Uttar Pradesh,27.375,82.05,271002
2321,Wazirganj (Gonda),Uttar Pradesh,27.375,82.05,271124
2322,Haldhar Mau,Uttar Pradesh,27.375,82.05,271125
2323,Ityathok,Uttar Pradesh,27.5167,82.65,271202
2324,Pachperwa,Uttar Pradesh,27.5167,82.65,271206
2325,Jaiprabha Gram,Uttar Pradesh,27.5167,82.65,271209
2326,Gaisari,Uttar Pradesh,27.5167,82.65,271210
2327,Sadullanagar,Uttar Pradesh,27.0333,81.7833,271307
2328,Paraspur,Uttar Pradesh,27.0333,81.7833,271310
2329,Babban Jot,Uttar Pradesh,27.0333,81.7833,271312
2330,Dehras,Uttar Pradesh,27.0333,81.7833,271314
2331,Paska,Uttar Pradesh,27.0333,81.7833,271318
2332,Tarabganj,Uttar Pradesh,26.9667,81.9833,271403
2333,Adampur,Uttar Pradesh,26.9667,81.9833,271404
2334,Chauhan,Uttar Pradesh,26.9667,81.9833,271405
2335,Bairia,Uttar Pradesh,27.3167,82.4167,271601
2336,Utraula,Uttar Pradesh,27.3167,82.4167,271604
2337,Itei Rampur,Uttar Pradesh,27.3167,82.4167,271605
2338,Bahraich City,Uttar Pradesh,27.7083,81.7333,271801
2339,Mahsi,Uttar Pradesh,27.7083,81.7333,271824
2340,Hariharpur Ravi (Gonda),Uttar Pradesh,27.7083,81.7333,271828
2341,Gangwala,Uttar Pradesh,27.7083,81.7333,271829
2342,Ikauna,Uttar Pradesh,27.55,81.9667,271845
2343,Kailashpuri,Uttar Pradesh,27.8667,81.5,271864
2344,Nanpara,Uttar Pradesh,27.8667,81.5,271865
2345,Fakahrpur,Uttar Pradesh,27.375,82.05,271902
2346,Kaisarganj(Bahraichi),Uttar Pradesh,27.375,82.05,271903
2347,Gaudara,Uttar Pradesh,27.375,82.05,271905
2348,Gandhi Nagar,Uttar Pradesh,26.8796,82.873,272001
2349,Pande Bazar,Uttar Pradesh,26.8796,82.873,272002
2350,Parasrampur,Uttar Pradesh,26.7333,82.7833,272120
2351,Mahson,Uttar Pradesh,26.7333,82.7833,272124
2352,Captainganj (Basti),Uttar Pradesh,26.8648,82.8622,272131
2353,Harraiya,Uttar Pradesh,26.8648,82.8622,272135
2354,Daldala,Uttar Pradesh,26.8648,82.8622,272152
2355,Babhnan,Uttar Pradesh,26.8648,82.8622,272161
2356,Gaur R S,Uttar Pradesh,26.8648,82.8622,272163
2357,Hariharpur,Uttar Pradesh,26.8648,82.8622,272164
2358,Hainsar Bazar,Uttar Pradesh,26.8648,82.8622,272165
2359,Mahuli,Uttar Pradesh,26.6333,82.9833,272172
2360,Maghar,Uttar Pradesh,26.7572,83.1278,272173
2361,Paikulia,Uttar Pradesh,26.8667,82.7167,272181
2362,Walterganj,Uttar Pradesh,26.8667,82.7167,272182
2363,Hallaur (Basti),Uttar Pradesh,27.3333,82.7,272191
2364,Itwa,Uttar Pradesh,27.3333,82.7,272192
2365,Udairajganj,Uttar Pradesh,27.2,83.1167,272204
2366,Tehri Rani,Uttar Pradesh,27.2,83.1167,272207
2367,Uska Bazar,Uttar Pradesh,27.2,83.1167,272208
2368,Sahjanwa,Uttar Pradesh,27.2,83.1167,272209
2369,Kalwari,Uttar Pradesh,26.6333,82.6833,272301
2370,Nagar Bazar,Uttar Pradesh,26.6333,82.6833,272302
2371,University,Uttar Pradesh,27.4333,83.7,273001
2372,Fertilizer Factory,Uttar Pradesh,27.4333,83.7,273007
2373,Labour Camp,Uttar Pradesh,27.4333,83.7,273009
2374,Madan Mohan Engg College,Uttar Pradesh,27.4333,83.7,273010
2375,Rajahi Camp,Uttar Pradesh,27.4333,83.7,273011
2376,Railway Colony (Gorakhpur,Uttar Pradesh,27.4333,83.7,273012
2377,Sadar Nagar,Uttar Pradesh,27.4333,83.7,273202
2378,Partawal Bazar,Uttar Pradesh,27.4333,83.7,273301
2379,Maharaiganj (Gorakhpur),Uttar Pradesh,27.4333,83.7,273303
2380,Thuthibari,Uttar Pradesh,27.4333,83.7,273305
2381,Unwal,Uttar Pradesh,27.4333,83.7,273406
2382,Urwa Bazar,Uttar Pradesh,27.4333,83.7,273407
2383,Deidiha,Uttar Pradesh,27.4333,83.7,273409
2384,Gagaha,Uttar Pradesh,27.4333,83.7,273411
2385,Rajabazar,Uttar Pradesh,27.4333,83.7,273415
2386,Deoria,Tamil Nadu,26.7879,82.6172,274001
2387,Baitalpur,Tamil Nadu,26.7879,82.6172,274201
2388,Gauri Bazar,Tamil Nadu,26.7879,82.6172,274202
2389,Hata,Tamil Nadu,26.7879,82.6172,274203
2390,Madanpur,Tamil Nadu,26.7879,82.6172,274205
2391,Hetimpur,Tamil Nadu,26.7879,82.6172,274206
2392,Captianganj (Deoria),Tamil Nadu,26.7879,82.6172,274301
2393,Padrauna,Tamil Nadu,26.7879,82.6172,274304
2394,Laxmiganj,Tamil Nadu,26.7879,82.6172,274306
2395,Fazil Nagar,Tamil Nadu,26.7879,82.6172,274401
2396,Tamkohi,Tamil Nadu,26.7879,82.6172,274407
2397,Tarkulwa,Tamil Nadu,26.7879,82.6172,274408
2398,Taraiya Sujan,Tamil Nadu,26.7879,82.6172,274409
2399,Lar,Tamil Nadu,26.7879,82.6172,274502
2400,Lal Road,Tamil Nadu,26.7879,82.6172,274505
2401,Salempur,Tamil Nadu,26.7879,82.6172,274509
2402,Barhaj,Tamil Nadu,26.7879,82.6172,274601
2403,Bhagalpur (Deoria),Tamil Nadu,26.7879,82.6172,274602
